DateNum,IndoorT,IndoorH,Outdoor T,OutdoorH,WindChill,HeatIndex,DewPoint,Pressure,Winddirection,WindCurrent,WindPeak,WindAverage,Rainfall_mmm 
42008.44 ,23.6,37,13.8,77,13.9,13.9,10,1008,315,3,9,2,34.8
42008.20 ,23.6,37,13.3,80,13.3,13.3,9.4,1008,315,0,5,1,34.8
42007.96 ,23.2,38,13,81,12.8,12.8,9.4,1008,315,3,5,0,34.8
42007.72 ,23.1,38,12.7,86,12.8,12.8,10.6,1008,315,3,5,3,34.8
42007.48 ,23,39,12.4,87,12.2,12.2,9.4,1008,315,2,4,2,34.8
42007.24 ,23,39,12.2,90,12.2,12.2,10,1008,315,3,4,3,34.8
42006.99 ,23,39,11.8,89,11.7,11.7,10,1008,315,3,4,0,34.8
42006.75 ,23,40,11.7,93,11.7,11.7,10.6,1008,315,0,4,0,34.8
42006.51 ,23,40,11.5,93,11.7,11.7,10.6,1008,315,3,4,1,34.8
42006.27 ,23,40,11.4,93,11.7,11.7,9.4,1009,315,3,6,3,34.8
42006.03 ,22.9,40,11.5,93,11.7,11.7,10.6,1009,315,0,7,3,34.8
42005.79 ,22.9,39,11.3,93,11.1,11.1,9.4,1009,315,2,7,2,34.8
42005.54 ,22.8,39,11.2,92,11.1,11.1,9.4,1009,315,0,7,2,34.8
42005.30 ,22.9,39,10.9,91,11.1,11.1,9.4,1009,315,0,7,0,34.8
42005.06 ,22.8,39,10.6,95,10.6,10.6,10,1009,315,0,7,0,34.8
42004.82 ,22.8,39,10.5,96,10.6,10.6,10,1009,315,3,5,3,34.8
42004.58 ,22.8,39,10.4,94,10.6,10.6,8.9,1009,315,0,5,0,34.8
42004.34 ,22.8,39,10.5,95,10.6,10.6,10,1009,315,0,3,1,34.8
42004.09 ,22.8,39,10.7,93,10.6,10.6,9.4,1009,315,3,3,3,34.8
42003.85 ,22.8,38,10.6,91,10.6,10.6,9.4,1009,315,3,3,2,34.8
42003.61 ,22.8,38,10.3,91,10.6,10.6,8.3,1009,315,0,3,0,34.8
42003.37 ,22.7,37,10.1,92,10,10,8.3,1009,315,3,3,3,34.8
42003.13 ,22.7,37,10,95,10,10,8.9,1009,315,4,4,3,34.8
42002.89 ,22.7,37,10,95,10,10,8.9,1009,315,2,4,3,34.8
42002.64 ,22.7,37,10.1,95,10,10,8.9,1009,315,4,6,5,34.8
42002.40 ,22.7,37,10,94,10,10,8.9,1009,315,3,6,3,34.8
42002.16 ,22.6,37,9.8,95,10,10,8.9,1009,315,4,6,4,34.8
42001.92 ,22.6,37,9.6,95,9.4,9.4,8.9,1009,315,3,6,3,34.8
42001.68 ,22.6,37,9.6,97,9.4,9.4,9.4,1009,315,3,6,3,34.8
42001.44 ,22.6,37,9.5,97,9.4,9.4,9.4,1009,315,3,6,3,34.8
42001.19 ,22.6,37,9.4,97,9.4,9.4,8.3,1009,315,0,4,0,34.8
42000.95 ,22.6,37,9.3,99,9.4,9.4,8.3,1009,315,3,4,4,34.8
42000.71 ,22.6,37,9.4,97,9.4,9.4,8.3,1009,315,3,5,3,34.8
42000.47 ,22.6,37,9.3,98,9.4,9.4,8.3,1009,315,3,5,3,34.8
42000.23 ,22.6,38,9.4,99,9.4,9.4,8.3,1009,315,0,5,0,34.8
41999.99 ,22.6,38,9.6,99,9.4,9.4,9.4,1009,315,2,5,2,34.8
41999.74 ,22.6,38,9.8,99,10,10,9.4,1009,315,2,5,2,34.8
41999.50 ,22.6,38,9.9,99,10,10,9.4,1009,315,0,4,0,34.8
41999.26 ,22.6,38,10,98,10,10,9.4,1009,315,0,4,2,34.8
41999.02 ,22.6,38,10.2,97,10,10,9.4,1009,315,0,4,1,34.8
41998.78 ,22.7,38,10.3,96,10.6,10.6,8.9,1009,315,0,8,2,34.8
41998.54 ,22.7,38,10.3,96,10.6,10.6,8.9,1009,315,2,8,2,34.8
41998.29 ,22.6,38,10.3,95,10.6,10.6,8.9,1009,315,4,8,3,34.8
41998.05 ,22.6,38,10.3,94,10.6,10.6,8.9,1009,315,2,8,3,34.8
41997.81 ,22.6,38,10.3,94,10.6,10.6,8.9,1009,315,0,8,3,34.8
41997.57 ,22.6,38,10.3,93,10.6,10.6,8.9,1009,315,2,7,2,34.8
41997.33 ,22.7,38,10.3,92,10.6,10.6,8.3,1009,315,2,7,3,34.8
41997.09 ,23,37,10.3,92,10.6,10.6,8.3,1009,315,3,7,2,34.8
41996.84 ,23.1,37,10.3,92,10.6,10.6,8.3,1009,315,2,7,2,34.8
41996.60 ,23.1,37,10.3,91,10.6,10.6,8.3,1009,315,0,7,1,34.8
41996.36 ,23.2,37,10.5,91,10.6,10.6,9.4,1009,315,3,7,3,34.8
41996.12 ,23.2,36,10.5,91,10.6,10.6,9.4,1009,315,0,8,1,34.8
41995.88 ,23.2,36,10.5,90,10.6,10.6,8.9,1010,315,2,8,3,34.8
41995.64 ,23.3,36,10.7,89,10.6,10.6,8.9,1010,315,3,8,2,34.8
41995.39 ,23.3,36,11,89,11.1,11.1,8.9,1010,315,0,8,1,34.8
41995.15 ,23.4,36,11.4,87,11.7,11.7,8.9,1010,315,3,9,3,34.8
41994.91 ,23.3,36,11.8,84,11.7,11.7,8.9,1010,23,4,9,3,34.8
41994.67 ,23.4,36,12.3,80,12.2,12.2,8.3,1010,180,3,9,2,34.8
41994.43 ,23.4,36,12.8,79,12.8,12.8,8.9,1010,180,6,9,3,34.8
41994.19 ,23.5,36,13,78,12.8,12.8,8.9,1010,180,5,9,3,34.8
41993.94 ,23.6,36,13.9,74,13.9,13.9,8.9,1010,180,3,9,4,34.8
41993.70 ,23.6,36,14.8,69,15,15,8.9,1010,180,3,10,6,34.8
41993.46 ,23.6,36,15.1,68,14.4,15,8.9,1010,180,9,10,5,34.8
41993.22 ,23.7,36,15,68,15,15,8.9,1011,180,6,10,6,34.8
41992.98 ,23.6,36,16.2,64,16.1,16.1,8.9,1011,180,5,10,5,34.8
41992.74 ,23.8,36,16.6,62,16.7,16.7,9.4,1011,180,8,10,5,34.8
41992.49 ,23.8,36,16,64,16.1,16.1,8.9,1011,180,3,10,3,34.8
41992.25 ,23.9,35,15.6,65,15.6,15.6,8.9,1011,180,7,10,7,34.8
41992.01 ,23.9,35,15.7,65,15.6,15.6,8.9,1012,180,7,11,5,34.8
41991.77 ,24,35,16.9,61,16.7,16.7,8.9,1012,180,4,11,4,34.8
41991.53 ,24.2,35,15.2,66,15,15,8.3,1012,180,8,11,6,34.8
41991.29 ,24.2,35,15.6,63,15.6,15.6,8.9,1012,180,5,14,7,34.8
41991.04 ,24.2,35,16.5,60,16.7,16.7,8.9,1012,180,5,14,7,34.8
41990.80 ,24.1,35,16.3,61,16.1,16.1,8.3,1012,180,8,14,6,34.8
41990.56 ,24.2,35,17.2,59,17.2,17.2,8.9,1012,180,3,14,6,34.8
41990.32 ,24.2,35,18.3,55,18.3,25.6,8.3,1012,180,7,14,6,34.8
41990.08 ,24.3,35,18.5,55,18.3,25.6,9.4,1012,180,11,13,7,34.8
41989.84 ,24.3,35,19,53,18.9,25,8.9,1012,180,7,13,6,34.8
41989.59 ,24.1,35,19,53,18.9,25,8.9,1012,180,9,13,7,34.8
41989.35 ,24,35,19.5,51,19.4,25,9.4,1012,180,4,14,7,34.8
41989.11 ,24.1,35,19.5,53,19.4,25,10,1012,180,5,14,6,34.8
41988.87 ,24.1,35,19.6,52,19.4,25,9.4,1012,180,5,14,6,34.8
41988.63 ,24.1,35,19.1,52,18.9,25.6,8.9,1012,180,8,14,8,34.8
41988.39 ,24.1,35,19,53,18.9,25,8.9,1012,180,8,14,6,34.8
41988.14 ,24.1,35,19.6,51,19.4,25,9.4,1012,180,4,14,6,34.8
41987.90 ,24.1,35,19.2,52,19.4,25,8.9,1012,180,5,16,8,34.8
41987.66 ,24.1,35,18.4,54,18.3,25.6,8.3,1012,180,10,16,10,34.8
41987.42 ,24.1,35,19,53,18.9,25,8.9,1012,180,6,16,6,34.8
41987.18 ,24,35,19.1,53,18.9,25,8.9,1012,180,8,16,8,34.8
41986.94 ,24,35,19.7,51,20,25,9.4,1012,180,5,16,7,34.8
